name,investment,area,industry,time,operationmode,mechanism,level,term,people,tele,schedule,overview,scope 
河南省信阳市老年活动中心PPP项目,1.55亿元,河南省&gt;信阳市,文化&gt;其他,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",准备阶段,教学楼1栋，综合楼1栋，演义报告厅1栋，门房1栋，地下建筑，以及运动活动场地；修建大门、围墙等配套工程，并完善项目区内道路硬化及广场铺装，绿化，以及水、电、通讯等配套管网铺设。,
河南省信阳市潢河光山县城段综合治理工程（二期）项目,9.981亿元,河南省&gt;信阳市,生态建设和环境保护&gt;综合治理,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,潢河光山县城段综合治理工程（二期）包括渡河店人行桥南段连接线、光山县滨河南路（弦山桥～天赐桥段）、盛湾公园东侧20m区间路、大广高速新出口建设、跨大广高速桥、马湾大桥（前楼至天赐城）、天赐桥至后湾大桥段桥梁、光山县天赐路（紫水大街～铁西路）道路工程、光山高铁站及广场建设、光山县滨河北路（紫水桥至天赐桥段）市政基础设施项目、滨河北路（紫水桥至官渡桥段）、光明大街顺延、光山县兴隆南路南延伸至滨河北路市政道路工程等13个子项目。,
河南省信阳市光山县中小企业创业园项目,7.2567亿元,河南省&gt;信阳市,城镇综合开发&gt;厂房建设,政府发起,BOT,使用者付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,项目规划在光山县官渡河产业集聚区辖区五个片区（合力公司、寒羽尚、三元光电、阳关拉链、益丰禽业），规划建设标准化厂房和综合服务配套设施，项目规划总用地面积389亩，规划总建筑面积332217.98平方米；配套项目建设道路、停车场、绿化、给排水、供配电等辅助设施。,
河南省信阳市淮滨县城市路网建设PPP项目,7.6657亿元,河南省&gt;信阳市,交通运输&gt;二级公路,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目总投资为76656.51万元，包含三个子项目（1）G328线淮滨县城区段道路工程建设项目（2）S216、S336提升改造工程项目（3）淮滨县市政道路“白改黑”二期及一期配套工程项目。投资估算的内容包含道路工程、给排水工程、交通工程、照明工程、绿化工程和路面改造以及工程建设其它费用、工程预备费、建设期贷款利息等。,
河南省信阳市光山县光伏扶贫工程,9.20亿元,河南省&gt;信阳市,能源&gt;光电,政府发起,BOT,使用者付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,计划在光山县全县机关事业单位及公立医院屋顶建设6MWp；全县18个易地扶贫搬迁集中安置点屋顶建设1.5MWp；全县340个行政村村级光伏扶贫电站每个300kw，总计109.5MWp,
河南省信阳市光山县泛官渡河区域建设工程项目,9.9022亿元,河南省&gt;信阳市,生态建设和环境保护&gt;综合治理,政府发起,O&amp;M,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,光山县泛官渡河区域建设工程包括龙山湖旅游产业规划实施、龙山桥、马湾风雨桥、滨河北路与光南路连接线、人民公园、滨河北路官渡桥至弦山桥段主路面“白改黑”及路北侧人行道慢行系统、潢河源小区东十七米生活路项目、千家堰贯通工程、龙山南干渠等9个子项目。,
河南省信阳市淮滨县旅游快速通道等三条道路PPP项目,5.5414亿元,河南省&gt;信阳市,交通运输&gt;二级公路,政府发起,ROT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目由三个子项目组成，分别为国道G328淮河特大桥至期思方家湖旅游快速通道建设项目、国道G328淮河特大桥至国道G220王店连接线工程建设项目、淮滨县固城老庄至三空桥（一、二段）公路改建工程（存量），道路等级均为二级公路。其中：国道G328淮河特大桥至期思方家湖旅游快速通道全长11公里，国道G328淮河特大桥至国道G220王店连接线工程全长18.63公里。项目总投资为55413.57万元（含存量资产转让估算价格3458.4万元）其中：建安费为33587.47万元、工程建设其他费用14094.16万元、预备费4273.54万元。项目公司负责完成本项目建设，提供符合预定建设内容和技术标准的公共项目资产，并提供本项目主体工程建成后及存量资产的后期运行维护服务，包括路面/路基工程、边坡排水防护工程、桥梁涵洞工程、植草防护及附属物的维护；安全管理和突发事件管理；环境保护；利益相关者满意度调查等。,
河南省信阳市光山县官渡河综合治理工程项目（一期提升）,10.5944亿元,河南省&gt;信阳市,生态建设和环境保护&gt;综合治理,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目合作期为15年，其中建设期2年，运营期13年。本次小潢河河道综合治理工程范围为西环路三桥（53+500）～天赐桥（59+480），共计长度5980m。主要建设工程内容为：河道疏挖5.98km、堤防填筑11.85km、堤顶路工程11.85km、道路工程11.696km、湿地151362m2。,
光山县槐香园养老项目,9.50亿元,河南省&gt;信阳市,养老&gt;养老业,政府发起,BOT,使用者付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,位于光山县槐店乡境内，总面积约800亩。建设槐香园湿地保护区；湿地旅游观光休闲宜居区；建设老年公寓中心、医疗康复中心、文化活动中心、营养膳食中心、老年用品购物中心、旅游接待中心；建设用于安置项目区居民的槐香园新型农村社区；形成一定规模的区域旅游、养老地产投资开发区；基础设施建设、绿化美化园区建设、辅助用房建设等。,
河南省信阳市光山县教育科技园PPP项目,10.97亿元,河南省&gt;信阳市,教育&gt;学前教育,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,项目共包括六个子项目：光山县第六完全小学建设项目、光山县中小学教学能力提升项目、光山县中等职业学校建设项目、河南省信阳市示范性综合实践基地项目、光山县公共实训基地项目和“一校三院”项目（即光山县委党校、县行政学院、县社会主义学院、邓颖超干部学院），前四个子项目以光山县教育体育局（以下简称“县教体局”）为实施机构，第五个子项目以光山县人力资源和社会保障局（以下简称“县人保局”）为实施机构，第六个子项目以中共光山县委党校（以下简称“县党校”）为实施机构。,
河南省信阳市罗山县污水处理及配套管PPP网项目,3.0933亿元,河南省&gt;信阳市,市政工程&gt;污水处理,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,项目总投资为30933万元，其中存量资产县城污水处理厂及配套管网资产评估16547万元建设规模为2万吨/日，新建项目投资为14386万元，新增用土地面53.59积亩，新建污水处理厂1座，新？污水管网92.58公里，设计规模为3万吨/日。设计要求：出水水质标准达到环保部《城镇污水处理厂污染物排放标准》（GB18918-2002）中的一级A标准。项目拟建于：罗山县城区东部，滨河南路以南，北安东路以西。项目建设年限：项目建设工期为一年。,
河南省信阳市潢川县中心商务区棚户区改造,15.0952亿元,河南省&gt;信阳市,保障性安居工程&gt;保障性住房,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",采购阶段,1、项目名称：河南信阳市潢川县中心商务区棚户区改造项目。2、类型：2015年新建项目。3、建设地点：潢川县小潢河西岸中心商务区内。4、建设内容：改造1000亩范围内的棚户区，棚户区建设不少于300亩，包括征地、拆迁、地上附着物补偿，改造范围内的道路等基础设施。5、所处阶段：申报、设计、融资阶段。6、开工和完工时间：2018年开工，2022年交付使用。7、合作期限：17年。8、总投资及资本构成：总投资约15亿元，采用ppp模式进行，政府和社会资本比例为2:8，政府和社会资本方以自有资金作为项目资本金，剩余部分资金由社会资本方通过融资取得。,
息县濮公山矿山公园PPP项目,5.187亿元,河南省&gt;信阳市,市政工程&gt;公园,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目占地面积3780亩，其中水域面积750亩；计划建筑面积13200平方米，其中建设旅游服务中心1600平方米、商业街3000平方米、祖师庙3600平方米、矿业博物馆5000平方米；新建地上生态停车场7000平方米，矿山环境恢复治理面积0.63平方公里，外围环山道路2000米，引水工程3000米，配套建设给排水系统、电力系统、景点解说牌、道路引导牌、电子导览系统、内部交通道路系统等。,
息县城乡环卫一体化PPP项目,4.912亿元,河南省&gt;信阳市,市政工程&gt;垃圾处理,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目对现有生活垃圾处理场进行扩建，增加处理能力500吨/日，新建垃圾填埋场两座，在全县所有自然村修建垃圾收集池14000个，新建县城及各乡镇垃圾中转站66座及其配套设施和车辆。,
潢川县京九大道棚户区改造（弋阳嘉园、迎宾花园）,20.00亿元,河南省&gt;信阳市,保障性安居工程&gt;保障性住房,政府发起,BOT,使用者付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,1、项目名称：潢川县弋阳办事处棚户区改造项目（弋阳嘉园、迎宾花园）。2、类型：2015年新建项目。3、建设地点：潢川县京九大道以北、新一中以东区域内。4、建设内容：改造3平方公里范围内的棚户区，棚户区建设不少于500亩，包括征地、拆迁、地上附着物补偿，改造范围内的道路等基础设施。5、所处阶段：申报、设计、招商融资阶段。6、开工和完工时间：2015年10月份开工，2018年10月第一批次完成的改造项目交付使用。7、合作期限：不少于10年。8、总投资及资本构成：总投资不低于20亿元，采用ppp模式进行，政府和社会资本比例为3:7，政府通过国开行棚户区贷款解决投入问题，社会资本通过自筹的形式运作。,
息县城东新区文化体育艺术馆群PPP项目,10.2584亿元,河南省&gt;信阳市,文化&gt;文化场馆,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,"本项目建设内容包括息县建设检测中心、文化艺术中心、信息中心和休闲体育场建设项目。其中，息县建设检测中心位于息县沿河东路与雨润大道交叉口东南角，估算项目投资14666.22万元；文化艺术中心位于息县城东新区中央公园南侧、如意湖北侧，估算项目投资50666.11万元；信息中心位于息县沿河东路与澺河大道交叉口西南角，估算项目投资22414.42万元；休闲体育场位于息县谯楼街东段与健康路交叉口东南处，估算项目投资14836.96万元。项目总投资为102,583.71万元。",
息县水系综合环境治理PPP项目,14.50亿元,河南省&gt;信阳市,生态建设和环境保护&gt;综合治理,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目包括护城河水系综合治理，综合治理面积约4平方公里；清水河水系综合治理，位于罗淮路-西南环路，综合治理面积约5平方公里；三里沟水系综合治理，位于罗淮路-西南环路；兴国寺公园（塔园水库），位于二高西侧，北至东大街、南至听淮路、西至淮河路、东至二高路，面积约660亩，包括黑臭水体治理、截污管道、清淤工程、景观工程、市政道路，黄坎沟-塔园水库-三里沟-澺河连通。,
河南省信阳市潢川县第三水厂,4.10亿元,河南省&gt;信阳市,市政工程&gt;供水,政府发起,BOT,使用者付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",采购阶段,河南省信阳市潢川县第三水厂建设工程属于在建项目。该项目在潢川县弋阳办事处沙河店村建设净水厂一座，净水厂占地60亩，建设规模一期5万m3/日，二期5万m3/日；水处理工艺采用混凝、沉淀、过滤、消毒等常规处理方式；水源地为光山县境内泼河水库，通过埋设长50Km，口径1200mm输水管道引水。项目前期已取得发改、环保、水利等部门报批手续。计划开工时间2014年，完工时间2016年。总投资估算3.5亿元。为确保项目合作成功，提高项目经营运作效果，拟选择一家企业进行项目经营权合作，要求社会投资者具备雄厚的资金实力和供水行业运作经验，在境内拥有一定规模的供水能力，并具备从事PPP运作的相关经验，在前期项目运作中与政府合作方合作关系良好，以降低运营成本、提升运营效果、并承担一定的社会环境责任。,
潢川县污水处理项目,2.60亿元,河南省&gt;信阳市,市政工程&gt;污水处理,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",采购阶段,潢川县污水处理项目总规模日处理污水7万吨，日处置污泥50吨，概算总投资2.6亿元。其中：县污水处理厂设计日处理污水3万吨，配套污水管网26公里，概算投资5771万元；污水处理厂扩建项目设计日处理污水2万吨，配套污水管网28公里，概算投资8162万元；第二污水处理厂项目设计日处理污水2万吨，配套污水管网25公里，概算投资7350万元；污水处理厂升级改造工程设计提标改造日处理3万吨污水处理厂一座，概算投资2985万元。上述项目均已完成规划、可研、环评和用地审批。污泥处置场设计日处置污泥50吨，概算投资1800万元，正进行可研和环评。,
新县健康谷区域旅游基础设施建设（一期）PPP项目,2.0192亿元,河南省&gt;信阳市,旅游&gt;生态旅游,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,新县健康谷区域旅游基础设施建设（一期）PPP项目建设内容，其运营内容包括：道路维护、管网、桥梁、景观及配套设施的日常养护。通过新县健康谷区域旅游基础设施建设（一期）PPP项目的建设运营，促进新县经济发展、推动产业结构优化调整、改善当地民生。,
新县农村生活垃圾、污水处理工程PPP项目,3.4215亿元,河南省&gt;信阳市,生态建设和环境保护&gt;综合治理,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",准备阶段,新县农村生活垃圾、污水处理工程PPP项目由两个工程组成，分别为新县农村生活垃圾处理工程和新县农村污水处理工程。根据本项目建设特点以及运营收益边界，本项目在政府方授权的特许经营范围内运营内容主要包括：一是对所有由项目公司投资建设的各项资产设施进行统一日常管理维护，包括项目资产设施（含管网）的运行管理、保养、维修、清扫保洁、安保、定期巡查检查及应急处理；二是对项目进行经营，由项目公司在特许经营范围内对新县农村生活垃圾处理工程和新县农村污水处理工程进行经营。经营内容包括，项目公司向社会公众提供农村生活垃圾处理和污水处理服务，并向使用者收取相关费用。,
周口市东新区引黄调蓄工程,14.4798亿元,河南省&gt;周口市,水利建设&gt;水库,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,周口市东新区引黄调蓄工程位于周口市东新区搬口乡和许湾乡交界处。库区占地面积2.38km2，合3600亩，包括东中西三块水域。正常蓄水位46.0m，总库容570.74万m3，死水位43.0m，死库容48.57万m3，主要功能是农业灌溉调蓄，兼顾城市景观。本次引水线路：上游各引黄灌区的引黄退水汇合后，由贾东干渠引水至洼冲沟，通过洼冲沟向调蓄工程引水，引水路线全长13km。引水线路上的贾东干渠及洼冲沟已经过治理，本次需新建引水建筑物3座，分别是贾东干渠洼冲沟交叉口东侧节制闸、洼冲沟液压升降坝、调蓄工程进水闸。本次调蓄工程原则上以开挖为主形成库区，水域周边充分留足滩地亲水空间，并缩小滩地与水面的高差，滩地外结合规划道路回填筑堤，开挖土料弃至东新区周边城市规划区，用于整平建设用地。调蓄工程正常蓄水位46.0m，滩地高程46.5m，堤顶高程47.50m。为满足运行期若遇超标准洪水、水质污染严重、调蓄工程库岸维修或其它应急事由需退水腾空库容，规划三个退水口，分别为调蓄工程东端退水至流沙河。,
周口高新区新型建材产业园、绿色建筑示范基地和标准化厂房PPP项目,6.042亿元,河南省&gt;周口市,城镇综合开发&gt;厂房建设,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,周口高新技术产业开发区管委会经川汇区政府特许发起的周口高新区新型建材产业园、绿色建筑示范基地和标准化厂房PPP项目，属于公共服务设施类的川汇区集聚区的厂房建设工程，该项目所在地为周口市川汇区。行业类别是城镇综合开发。本项目包括新型建材产业园、绿色建筑示范基地、标准化厂房组成。工程总占地面积85384平方米，总建筑面积105706.7平方米。建设期2年，运营期15年，合作期限17年。总投资60420万元，项目采用可行性缺口补助回报机制运营。,
河南省周口市扶沟县城区道路改造 PPP 项目,4.9449亿元,河南省&gt;周口市,市政工程&gt;市政道路,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",准备阶段,扶沟县城区道路改造PPP项目是新建市政工程类项目，总投资49449.36万元。其中：工程费用41139.10万元，其它费用3263.94万元，预备费2220.15万元，建设期利息2826.17万元。合理利润率6.50%。运作方式BOT。实施机构扶沟县城市管理局。本项目建设桐丘路、吉祥路、花园路、新华路、交通路、兴隆路、文化路、凤凰台街、昌盛路、新建路、纱厂路、扶亭路、东大桥路13条市政道路22.16km，专业包括道路、给水、雨水、污水、电信、交通、照明、燃气、绿化、电力工程。另规划在道路两侧建设临时停车位及公交站牌。拟建地址位于扶沟县旧城区、产业集聚区及新区，均在城市规划区域内。合作期限15年，其中建设期2年，运营维护期13年。资本金比例资本金占总投资的比例为20.02%。项目公司股权结构社会资本占90%股权，政府方占10%股权。土地使用权取得方式划拨回报机制可行性缺口补助。采购方式公开招标。项目建设均为在原址改建，利用原有规划，土地性质和用途不变，不需新增建设用地。,
周口高新区标准化厂房及高新技术企业孵化中心建设项目,2.34亿元,河南省&gt;周口市,政府基础设施&gt;其他,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目将在周口市高新区建设标准化厂房建设工程、企业孵化中心建设工程和大庆路北段道路及管网工程，运营期项目公司将负责标准化厂房和企业孵化中心的建筑的维护、配套设施的维修、建设区域道路和绿地的维修养护等工作。项总投资约为2.5亿元，合作周期为17年。,
河南省周口市国家储备林基地建设项目（一期）,5.2138亿元,河南省&gt;周口市,林业&gt;林业,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,"项目建设地点位于周口市川汇区的搬口办事处、城北办事处等8个乡以及河南省国有西华林场和国有周口林场2个单位。营造林工程规模为41249.5亩，全部为集约人工林栽培。配套工程建设内容主要有机井188眼、水泵和泵房188套、变压器37台套、电线等配套设备185公里、供水管道120公里等。项目合作期限30年，其中建设期5年。项目建设总投资52137.84万元。其中：工程直接费用42744.59万元，占总投资的81.98%；工程建设其它费用1077.16万元,占总投资的2.07%；预备费2191.09万元，占总投资的4.2%；建设期利息6125万元，占总投资的11.75%。项目拟采用BOT的运作模式，回报机制为政府可行性缺口补助。",
河南省扶沟县城市集中供热管网工程（PPP模式）,1.5322亿元,河南省&gt;周口市,市政工程&gt;供热,政府发起,BOO,使用者付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,扶沟县城市集中供热管网工程（PPP模式）的建设运营内容包括：本项目管网工程共设座30水-水热力站，热水管道长度为62.2km（双管长度），管沟长度为31.1km，高温热水供热半径为6.67km，最大管径为DN600，低温热水供热半径为21.6km等工程设备设施的运营维护）。扶沟县城市集中供热管网工程总投资为15313万元。其中：工程费用12552万元，其他费用1310万元，预备费1109万元，建设期利息256万元，铺底流动资金86万元。本项目属于新建项目，将采用BO0（建设-拥有-运营）的方式进行本项目的运作。项目的回报机制为使用者付费。在合作期满后，本项目资产不移交，由项目公司和项目实施机构协商确定续签合作协议。本项目合作周期共计30年，其中建设期为3年。由政府出资代表与项目实施机构通过合法程序选择的社会资本方合资组建项目公司。,
河南省周口市扶沟县高铁片区水系生态环境综合治理PPP项目,7.7872亿元,河南省&gt;周口市,生态建设和环境保护&gt;综合治理,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",准备阶段,扶沟县高铁片区水系生态环境综合治理PPP项目是生态建设与环境保护中的综合治理项目，属于新建项目。投资规模77871.78万元。其中：工程部分投资61460.22万元，环境保护工程投资304.45万元，水土保持工程投资685.01万元，基本预备费为8947.72万元，建设期利息6474.38万元。合理利润率6.50%。运作方式BOT。扶沟县高铁片区水系生态环境综合治理工程主要分为两部分，其一是生态水系工程建设，主要针对扶沟县城南新区及高铁片区河道和排洪沟现状，解决片区内河道水系连通工程的建设；其二为生态环境建设工程，该工程拟通过新植绿化和建设配备必要的基础和服务设施，将此片规划绿地建设成主要为扶沟南部高铁片区、城南新区及周边居民服务的城市绿化生态环境系统。项目地点周口市扶沟县高铁新区及城南新区。合作期合作期限20年，其中建设期3年，运营维护期17年。资本金比例资本金占总投资的比例为20.38%。项目公司股权结构社会资本占90%股权，政府方占10%股权。土地使用权取得方式划拨。回报机制可行性缺口补助。采购方式公开招标。,
息县教育基础设施PPP项目,2.00亿元,河南省&gt;信阳市,政府基础设施&gt;党政办公场所建设,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目包括息县县委党校工程，位于学知路与谯楼东街交叉口东南处，用地面积约115.12亩。,
息县交通道路工程PPP项目,4.7955亿元,河南省&gt;信阳市,市政工程&gt;市政道路,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目包括息县东南环线新建工程，为新建一级公路17.55公里，路基全宽60米；息县东北环线（省道S337绕城段）改建工程，为新建一级公路14.42公里，路基全宽60米。,
息县城东新区基础设施建设PPP项目,20.40亿元,河南省&gt;信阳市,市政工程&gt;其他,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目包括澺河水系综合治理工程，位于北外环路-淮河，长度约10公里，宽400-600米；城东新区主次干道工程，主干道三条：息州大道东段、龙湖东路、丰源路东段，总长约15公里，城市次干道五条：学知路、未来大道、科兴路、文博路、文丰路，总长约20公里；城东新区北部连通水系“六园十二桥”工程，项目位于息县城东新区，该项目西至龙湖，东至澺河，总用地面积约877亩，全长3681米；城东新区中央公园，位于息县城东新区行政文化中心南侧，如意湖北侧，总用地面积约282.82亩。,
河南省周口市西华县寄宿制学校及教育综合改造（二期工程）PPP项目,6.2945亿元,河南省&gt;周口市,教育&gt;其他,政府发起,BOT,可行性缺口补助,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,本项目涉及学校81所，建设项目性质为改扩建项目及新建项目，其中：中学24所，小学10所，幼儿园47所。本项目总规划建设面积366826.59㎡，其中：教学及教学附属用房90278.80㎡，学生宿舍81709.18㎡，食堂32322.77㎡，公共卫生间5756.08㎡，公共浴池3097.30㎡，开水房872.67㎡，办公用房22229.79㎡，教师周转用房130560.00㎡。教学装备费用4105.20万元，其他附属设施450.00万元，学生人数39490人，寄宿生数38011人。,
河南省周口市西华县经开区女娲湖景区PPP项目,7.051亿元,河南省&gt;周口市,生态建设和环境保护&gt;其他,政府发起,BOT,政府付费,2018年清库结果,2018年04月04日,"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>","<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>",识别阶段,"西华经开区女娲湖景区项目建设工程费47,643.83万元，工程其他费6,885.85万元，征地费13,403.68万元，安置补助费2,487.84万元，预备费5,633.70万元。其中征地拆迁及补偿费用政府已支付9,091.52万元，项目纳入PPP合作范围的静态投资为66,963.38万元，项目建设期利息3,546.42万元，总投资为70,509.80万元。项目合作期为15年（含建设期2年）。项目位于西华县经开区高铁片区周边，占地约1596亩。建设内容包括贾鲁河至女娲湖段水系工程、女娲湖水系工程、昆仑湖水系工程及大沙沟水系工程4大工程。每项工程分别包含：水系输水、景观工程、生态雨洪管理工程3大类别。",
