name	investment	area	industry	time	operationmode	mechanism	level	term	people	tele	schedule	overview	scope
													
宿迁市山洼人家旅游环境整治工程	3.50亿元	江苏省	林业	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
宿迁市三台山森林公园衲田花海生态旅游区	1.86亿元	江苏省	林业	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
盐城新水源地及引水工程	65.00亿元	江苏省	重大市政工程	待定	BOT/TOT	特许经营、股权合作等	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
泰州永安洲污水处理厂二期	4.20亿元	江苏省	重大市政工程	待定	TOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
常熟农村分散式污水处理二期	5.50亿元	江苏省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
泰州滨江工业园区公共管廊	1.50亿元	江苏省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
苏州高新区餐厨废弃物处置工厂	1.80亿元	江苏省	环境保护	待定	BOO	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
连云港综合枢纽一期	7.80亿元	江苏省	交通运输	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
九江港彭泽港区红光作业区综合枢纽码头一期工程	11.00亿元	江西省	交通运输	待定	股权合作	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
上饶市鄱阳至余干快速公路建设项目	24.78亿元	江西省	交通运输	待定	DBFOT	股权合作、投资补助	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
赣江井冈山航电枢纽建设项目	35.00亿元	江西省	交通运输	待定	股权合作	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
鹰潭有轨电车项目	28.00亿元	江西省	交通运输	待定	BOT	特许经营、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
徐州市城北汽车客运站（一期）工程	9.25亿元	江苏省	交通运输	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
通州湾港区北部港作业区起步工程	67.00亿元	江苏省	交通运输	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
通州湾疏港铁路专用线	20.00亿元	江苏省	交通运输	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
京杭运河枢纽港扩容提升工程(宿迁洋河物流枢纽）——宿迁港中心港区洋北作业区码头（二期）及宿迁市运河中心港物流园公共智能仓储区一期工程	10.50亿元	江苏省	交通运输	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
松原市餐厨垃圾处理项目	1.20亿元	吉林省	重大市政工程	待定	其它	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
鹰潭市中心城区停车场项目	1.43亿元	江西省	重大市政工程	待定	BOT	特许经营、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
南昌市城市供水应急水源工程	4.95亿元	江西省	水利	待定	BLT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
敦化市地下通信管网项目	1.17亿元	吉林省	重大市政工程	待定	BOO	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
九江市永修县马口产业园配套基础设施建设项目	20.00亿元	江西省	重大市政工程	待定	BOOT	财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
鹰潭市信江新区北区地下综合管廊工程	37.40亿元	江西省	重大市政工程	待定	BOT	特许经营、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
赣州市会昌县生活垃圾综合处理项目	1.50亿元	江西省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
鹰潭公路港建设项目	4.00亿元	江西省	交通运输	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
赣州市中心城区公共停车场一期工程	8.30亿元	江西省	重大市政工程	待定	BOT或BOO	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
鹰潭铁路南站公铁联运中心建设项目	10.00亿元	江西省	交通运输	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
常州新龙国际商务城水源热泵区域能源站	3.00亿元	江苏省	重大市政工程	待定	BOOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
吉首市轨道交通建设项目	72.00亿元	湖南省	重大市政工程	待定	BOO	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
吉首城乡交通体系一体化建设项目	25.00亿元	湖南省	重大市政工程	待定	BOT	股权合作、购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
四平市海绵城市建设南北河水环境综合整治工程	14.48亿元	吉林省	水利	待定	其它	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
南京市浦口区供水管道建设工程及配套管网建设工程	2.00亿元	江苏省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
扶余市引松入扶工程	5.86亿元	吉林省	水利	待定	TOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
永州市地下综合管廊PPP项目	11.95亿元	湖南省	重大市政工程	待定	BOT	特许经营、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
扶余市城区供水管网建设项目	1.56亿元	吉林省	重大市政工程	待定	TOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
白城市海绵城市建设工程积水点、水环境综合整治项目	20.00亿元	吉林省	重大市政工程	待定	BOT、BOO、BOOT、TOT、ROT等	经营性收费、购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
白城市区地下综合管廊工程	4.09亿元	吉林省	重大市政工程	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
澧县河湖水网连通生态水利工程	9.04亿元	湖南省	水利	待定	BTO	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
古丈县古阳河综合治理工程	3.86亿元	湖南省	水利	待定	BOT	特许经营、股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
祁东县郭家嘴调水工程建设项目	3.73亿元	湖南省	水利	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
吉首市峒河万溶江河道治理环境提质改造项目	3.20亿元	湖南省	水利	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
怀化市城区应急备用水源工程	13.70亿元	湖南省	水利	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
张家界市产品批发中心	3.50亿元	湖南省	农业	待定	其它	其它	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
武冈市玉屏水库建设项目	2.70亿元	湖南省	水利	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
吉首市大兴寨水库	18.00亿元	湖南省	水利	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
娄底市东部新区水府新城孙水沿岸综合开发建设项目	20.00亿元	湖南省	重大市政工程	待定	BOT	特许经营、购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
涟水南岸江龙滩大桥至东二环综合开发建设项目	20.00亿元	湖南省	重大市政工程	待定	BOT	特许经营、购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
怀化大湘西游客集散中心	2.88亿元	湖南省	交通运输	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
衡阳县火车站站前广场交通枢纽工程	5.00亿元	湖南省	交通运输	待定	DBO	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
益阳市黑臭水体治理工程PPP项目	16.80亿元	湖南省	环境保护	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
张沅现代综合物流园项目	3.00亿元	湖南省	交通运输	待定	其它	其它	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
怀化城区公交客运站场改扩建工程项目	10.03亿元	湖南省	交通运输	待定	BOT、BOO	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
慈利县羊角山森林公园	2.00亿元	湖南省	林业	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
吉林市地下综合管廊工程	155.00亿元	吉林省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
城市绿色电动车充电桩建设工程	10.00亿元	湖南省	能源	待定	其它	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
赧水武冈城区航运整治工程	1.20亿元	湖南省	交通运输	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
安慈高速	102.00亿元	湖南省	交通运输	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
207国道南段（团林至砖桥）和北段（桃园至子陵）工程	24.00亿元	湖北省	交通运输	待定	BOT	特许经营、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
沙洋汉江二桥项目	5.40亿元	湖北省	交通运输	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
G106鄂州城区至分水岭段改建工程	2.08亿元	湖北省	交通运输	待定	BTO	购买服务、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
襄阳市老河口市梨花湖环湖旅游公路工程	6.00亿元	湖北省	交通运输	待定	BOT	财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
嘉靖大道道路工程	4.50亿元	湖北省	交通运输	待定	B0T	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
轨道交通5号线工程	249.64亿元	湖北省	交通运输	待定	BOT	财政补贴、特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
S203鄂州城区至杨叶段改建工程	4.66亿元	湖北省	交通运输	待定	BTO	购买服务、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
轨道交通8号线一期工程	135.84亿元	湖北省	交通运输	待定	BOT	财政补贴、特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
梅河口市城市污水处理厂扩建工程	0.82亿元	吉林省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
梅河口市城市地下综合管廊一期工程	19.00亿元	吉林省	重大市政工程	待定	BOT	匹配资源	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
省道482丰乐汉江公路大桥项目	6.64亿元	湖北省	交通运输	待定	B0T	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
天门市张家湖湿地公园项目	1.21亿元	湖北省	林业	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
泽口港区综合码头改造工程	4.03亿元	湖北省	交通运输	待定	BOT	股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
恩施州209国道恩施龙凤坝至谭家坝段改建工程	16.00亿元	湖北省	交通运输	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
S247汉江大桥至潜江渔洋一级公路项目	13.21亿元	湖北省	交通运输	待定	其它	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
347国道荆门东桥至子陵段改扩建工程（钟祥段）	13.10亿元	湖北省	交通运输	待定	B0T	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
轨道交通21号线工程（阳逻线）	161.00亿元	湖北省	交通运输	待定	BOT	财政补贴、特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
恩施州咸丰县十字岭隧道工程	1.95亿元	湖北省	交通运输	待定	BOT	购买服务、财政补贴	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
潜江汉江大桥新建工程	6.41亿元	湖北省	交通运输	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
恩施州巴东县城至郑万高铁巴东北站快速通道建设项目	14.55亿元	湖北省	交通运输	待定	BOT	购买服务、匹配资源	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
衡阳县西渡高新区工业污水处理厂	2.00亿元	湖南省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
张家界陈家溪环境综合整治(韩国街)	10.00亿元	湖南省	重大市政工程	待定	BOT、BOO	特许经营、股权合作	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
南县两污治理工程	2.45亿元	湖南省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
城区污水处理设施建设	1.00亿元	湖南省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
张家界市永定区农村生活垃圾收运工程项目	1.57亿元	湖南省	重大市政工程	待定	BOT	购买服务	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
益阳市城北污水处理厂扩建及提标改造工程项目	1.03亿元	湖南省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
赫山区乡镇污水处理设施建设及运营项目	8.00亿元	湖南省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
永州市零陵区城市停车场项目	6.10亿元	湖南省	重大市政工程	待定	BOT	特许经营	第一批传统基础设施项目	2016年10月20日	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"	"<ahref=""javascript:void(0)""onclick=""ViewProjectContactInfo('1')"">查看详情</a>"			
													
