"贵州省黔南州三都县城市新区供水工程	0.60亿元	贵州省	市政工程	待定	BOT	特许经营	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		""新建净水厂一座，沿规划图主街道铺设供水管网管径为DE315---DE110PE管，总长6515米，每隔120米设置消防栓一个；分管网及进户管网采用PPR50及PPR25供水管，DN20水表及相应管配件;县城东水厂开口搭接DE315供水主管道至万户水寨大门口，全长4100米",沿万户水寨商业步行街铺设DE250---DE110的供水管至巴茅寨尾，管网全线总长5113米，每隔120米设置消防栓一个,"移民街铺设DE160的供水管至巴茅寨尾，每隔120米设消防栓一个，50M设节点井一个。""	"
"巴东县城长江干流岸线环境综合整治工程	25.00亿元	湖北省	生态建设和环境保护	待定	BOT	其他	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		20KM长江岸线整治、5.31KM城市次干道（官东路）、8个移民小区综合帮扶、景观设计、沪蓉高速连接线18.5KM。	",,
"贵州省遵义市正安至习水高速公路	154.00亿元	贵州省	交通运输	待定	BOT	特许经营+股权合作+财政补贴	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		128公里。	",,
"贵州省贵安新区龙山污水处理厂	1.8266亿元	贵州省	市政工程	待定	TOT	财政补贴	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		近期规模2万吨/日，远期规模3.5万吨/日。	",,
"贵州省铜仁市碧江区地源热泵系统建设项目	2.00亿元	贵州省	市政工程	待定	BOT	特许经营	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		在铜仁市主城区建设地源热泵冷、热源系统，重点以水源热泵系统应用为主，项目一期拟在铜仁市锦江河两岸建设5个分布式冷热源能源站，满足辐射范围内居民建筑供暖、制冷需求，建筑应用面积达100万平米。	",,
"贵州省铜仁市松桃县供水、污水处理项目	3.808亿元	贵州省	市政工程	待定	BOT	特许经营、匹配资源	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		新增县城供水能力2.5万吨/日，污水处理能力0.7万吨/日；新增工业园区污水处理能力2万吨/日；新增15个重点乡镇城镇污水处理能力0.99万吨/日；管网总长189868米，其中供水管网20110米，污水收集管网169758米。	",,
"贵州省铜仁市万山区第二污水处理及再生水回用工程	0.69亿元	贵州省	市政工程	待定	BOT	特许经营	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		新建日处理规模8000立方米的污水处理厂一座，配套建设日处理规模4000立方米的再生水处理系统；新建污水收集管31563米，其中DN5005892米、DN40014032米、DN30010462米，DN250压力管1177米；新建再生水输送管9310米，其中DN3003402米、DN2502127米；DN2003181米；污水提升泵站一座，再生水减压池一座。项目建成后，污水出水达到一级A标准，年减排COD693.5吨。	",,
"贵州省铜仁市万山区开天铺片区供水一期工程	0.70亿元	贵州省	市政工程	待定	BOT	特许经营	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		新增日供水能力2.0万吨，建设内容：（一）取水工程：选用鱼塘乡旗屯河村澎水垅地下水用为取水水源。（二）输水工程：输水工程铺设输水管7960米，其中DN500×10L=2300米，管材选用卷焊钢管；DN500L=5660米，管材选用K9级离心球墨铸铁管。（三）净水工程：在万山区开天铺老岩坡处新建净水厂；（四）配水工程：配水管网DN100～DN700L=21440米，其中DN≥250的管材选用K9级离心球墨铸铁管，其它选用PE管。	",,
"贵州省铜仁市松桃县苗人古城整体开发建设项目	40.2146亿元	贵州省	片区开发	待定	股权合作	股权合作/财政补贴/匹配资源	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		规划用地总面积5170亩。安置区总建筑面积592728平方米其中：住宅399600平方米辅助及服务用房73368平方米，地下建筑84360平方米，小学、幼儿园等公共教育设施23400平方米，便民综合市场12000平方米。场平挖填方4308334立方米，水土保持面积487.71公顷，绿化面积350000平方米，新建风雨桥82.08米，城市主干道8公里、城市支路0.68公里，便民健身场地及停车场硬化面积30000平方米，新增供水能力4.2吨/日，污水处理能力0.7吨/日，生活垃圾处理能力86.5吨/日，新建市政综合管网总长275733米。	",,
"贵州省遵义市金鼎山镇生态景区建设项目	120.00亿元	贵州省	生态建设和环境保护	待定	股权合作/BOO	股权合作/特许经营/匹配资源	工商联推介	2016年11月8日	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""	""<ahref=""""javascript:void(0)""""onclick=""""ViewProjectContactInfo('1')"""">查看详情</a>""		以黔北佛教文化圣地金鼎山为中心建AAAA级金鼎山佛教文化旅游区，以30000亩大板水森林公园为中心建AAAA级生态旅游区，以集镇为中心建AAAA级黔北生态旅游古镇，以石林石柱群及标准地层为中心建金鼎山地质公园，以葡萄沟为中心建金鼎山葡萄公园，以现有的玫瑰园为中心建金鼎山花卉产业园，以莲池、金川乡村旅游带建金鼎山乡村生态旅游度假区、4星级生态养生养老度假区。	",,
